year_film,year_ceremony,ceremony,category,name,film,winner
1983,1984,56,ART DIRECTION,"Art Direction:  Polly Platt, Harold Michelson;  Set Decoration:  Tom Pedigo, Anthony Mondello",Terms of Endearment,0
1983,1984,56,CINEMATOGRAPHY,Don Peterman,Flashdance,0
1983,1984,56,DIRECTING,Peter Yates,The Dresser,0
1983,1984,56,DOCUMENTARY (Feature),"Bob Connolly and Robin Anderson, Producers",First Contact,0
1983,1984,56,DOCUMENTARY (Short Subject),"Robert Eisenhardt, Producer",Spaces: The Architecture of Paul Rudolph,0
1983,1984,56,FILM EDITING,"Frank Morriss, Edward Abroms",Blue Thunder,0
1983,1984,56,MUSIC (Original Song Score or Adaptation Score),"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",Yentl,1
1983,1984,56,MUSIC (Original Song),Music and Lyric by Austin Roberts and Bobby Hart,Tender Mercies,0
1983,1984,56,MUSIC (Original Song),Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Yentl,0
1983,1984,56,MUSIC (Original Song),Music by Michel Legrand; Lyric by Alan Bergman and Marilyn Bergman,Yentl,0
1983,1984,56,BEST PICTURE,"Peter Yates, Producer",The Dresser,0
1983,1984,56,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",The Right Stuff,0
1983,1984,56,BEST PICTURE,"Philip S. Hobel, Producer",Tender Mercies,0
1983,1984,56,SOUND,"Alan R. Splet, Todd Boekelheide, Randy Thom, David Parker",Never Cry Wolf,0
1983,1984,56,SOUND,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",The Right Stuff,1
1983,1984,56,WRITING (Screenplay Written Directly for the Screen),Horton Foote,Tender Mercies,1
1983,1984,56,WRITING (Screenplay Written Directly for the Screen),"Lawrence Lasker, Walter F. Parkes",WarGames,0
1983,1984,56,JEAN HERSHOLT HUMANITARIAN AWARD,M. J. Frankovich,,1
1984,1985,57,ART DIRECTION,"Art Direction:  Angelo Graham, Mel Bourne, James J. Murakami, Speed Hopkins;  Set Decoration:  Bruce Weintraub",The Natural,0
1984,1985,57,DIRECTING,David Lean,A Passage to India,0
1984,1985,57,DIRECTING,Robert Benton,Places in the Heart,0
1984,1985,57,DOCUMENTARY (Feature),"Alex W. Drehsler and Frank Christopher, Producers",In the Name of the People,0
1984,1985,57,DOCUMENTARY (Feature),"Robert Epstein and Richard Schmiechen, Producers",The Times of Harvey Milk,1
1984,1985,57,DOCUMENTARY (Short Subject),"Lawrence R. Hott and Roger M. Sherman, Producers",The Garden of Eden,0
1984,1985,57,FILM EDITING,"Barry Malkin, Robert Q. Lovett",The Cotton Club,0
1984,1985,57,FILM EDITING,David Lean,A Passage to India,0
1984,1985,57,FILM EDITING,"Donn Cambern, Frank Morriss",Romancing the Stone,0
1984,1985,57,MAKEUP,Michael Westmore,2010,0
1984,1985,57,MUSIC (Original Song),"Music and Lyric by Ray Parker, Jr.",Ghostbusters,0
1984,1985,57,BEST PICTURE,"David Puttnam, Producer",The Killing Fields,0
1984,1985,57,SHORT FILM (Live Action),"Mike Hoover, Producer",Up,1
1984,1985,57,SOUND,"Nick Alphin, Robert Thirlwell, Richard Portman, David Ronne",The River,0
1984,1985,57,VISUAL EFFECTS,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",Indiana Jones and the Temple of Doom,1
1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),Peter Shaffer,Amadeus,1
1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),Bruce Robinson,The Killing Fields,0
1984,1985,57,WRITING (Screenplay Based on Material from Another Medium),David Lean,A Passage to India,0
1984,1985,57,WRITING (Screenplay Written Directly for the Screen),Robert Benton,Places in the Heart,1
1984,1985,57,JEAN HERSHOLT HUMANITARIAN AWARD,David L. Wolper,,1
1985,1986,58,ACTOR IN A LEADING ROLE,Harrison Ford,Witness,0
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Robert Loggia,Jagged Edge,0
1985,1986,58,ACTOR IN A SUPPORTING ROLE,Eric Roberts,Runaway Train,0
1985,1986,58,ART DIRECTION,"Art Direction:  J. Michael Riva, Robert W. Welch;  Set Decoration:  Linda DeScenna",The Color Purple,0
1985,1986,58,ART DIRECTION,Art Direction:  Stan Jolley;  Set Decoration:  John Anderson,Witness,0
1985,1986,58,CINEMATOGRAPHY,David Watkin,Out of Africa,1
1985,1986,58,DIRECTING,Peter Weir,Witness,0
1985,1986,58,DOCUMENTARY (Feature),"Steven Okazaki, Producer",Unfinished Business,0
1985,1986,58,DOCUMENTARY (Short Subject),"Robert Gardner, Producer",The Courage to Care,0
1985,1986,58,DOCUMENTARY (Short Subject),"David Goodman, Producer",Witness to War: Dr. Charlie Clements,1
1985,1986,58,MAKEUP,"Michael Westmore, Zoltan Elek",Mask,1
1985,1986,58,BEST PICTURE,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",The Color Purple,0
1985,1986,58,BEST PICTURE,"David Weisman, Producer",Kiss of the Spider Woman,0
1985,1986,58,SHORT FILM (Live Action),"Bob Rogers, Producer",Rainbow War,0
1985,1986,58,SOUND,"Bill Varney, B. Tennyson Sebastian II, Robert Thirlwell, William B. Kaplan",Back to the Future,0
1985,1986,58,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,1
1985,1986,58,SOUND,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, David Ronne",Silverado,0
1985,1986,58,SOUND EFFECTS EDITING,"Charles L. Campbell, Robert Rutledge",Back to the Future,1
1985,1986,58,SOUND EFFECTS EDITING,"Bob Henderson, Alan Murray",Ladyhawke,0
1985,1986,58,VISUAL EFFECTS,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,1
1985,1986,58,VISUAL EFFECTS,"Dennis Muren, Kit West, John Ellis, David Allen",Young Sherlock Holmes,0
1985,1986,58,WRITING (Screenplay Based on Material from Another Medium),Horton Foote,The Trip to Bountiful,0
1985,1986,58,WRITING (Screenplay Written Directly for the Screen),"Robert Zemeckis, Bob Gale",Back to the Future,0
1985,1986,58,JEAN HERSHOLT HUMANITARIAN AWARD,Charles 'Buddy' Rogers,,1
1986,1987,59,ACTOR IN A LEADING ROLE,Bob Hoskins,Mona Lisa,0
1986,1987,59,ACTOR IN A SUPPORTING ROLE,Dennis Hopper,Hoosiers,0
1986,1987,59,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Crispian Sallis,Aliens,0
1986,1987,59,CINEMATOGRAPHY,Robert Richardson,Platoon,0
1986,1987,59,CINEMATOGRAPHY,Tony Pierce-Roberts,A Room with a View,0
1986,1987,59,CINEMATOGRAPHY,Don Peterman,Star Trek IV: The Voyage Home,0
1986,1987,59,DIRECTING,David Lynch,Blue Velvet,0
1986,1987,59,DOCUMENTARY (Feature),"David Bradbury, Producer",Chile: Hasta Cuando?,0
1986,1987,59,MAKEUP,"Rob Bottin, Peter Robb-King",Legend,0
1986,1987,59,MUSIC (Original Score),James Horner,Aliens,0
1986,1987,59,MUSIC (Original Song),Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini,The Karate Kid Part II,0
1986,1987,59,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Little Shop of Horrors,0
1986,1987,59,MUSIC (Original Song),Music by James Horner and Barry Mann; Lyric by Cynthia Weil,An American Tail,0
1986,1987,59,BEST PICTURE,"Robert Greenhut, Producer",Hannah and Her Sisters,0
1986,1987,59,BEST PICTURE,"Fernando Ghia and David Puttnam, Producers",The Mission,0
1986,1987,59,SHORT FILM (Animated),"Bob Stenhouse, Producer","The Frog, the Dog and the Devil",0
1986,1987,59,SOUND,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,1
1986,1987,59,SOUND,"Terry Porter, Dave Hudson, Mel Metcalfe, Gene S. Cantamessa",Star Trek IV: The Voyage Home,0
1986,1987,59,VISUAL EFFECTS,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,1
1986,1987,59,VISUAL EFFECTS,"Lyle Conway, Bran Ferren, Martin Gutteridge",Little Shop of Horrors,0
1986,1987,59,WRITING (Screenplay Based on Material from Another Medium),"Hesper Anderson, Mark Medoff",Children of a Lesser God,0
1986,1987,59,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Paul Hogan, Ken Shadie, John Cornell;  Story by Paul Hogan",'Crocodile' Dundee,0
1986,1987,59,IRVING G. THALBERG MEMORIAL AWARD,Steven Spielberg,,1
1987,1988,60,ACTOR IN A LEADING ROLE,Robin Williams,"Good Morning, Vietnam",0
1987,1988,60,ACTRESS IN A LEADING ROLE,Holly Hunter,Broadcast News,0
1987,1988,60,ACTRESS IN A SUPPORTING ROLE,Anne Ramsey,Throw Momma from the Train,0
1987,1988,60,COSTUME DESIGN,Bob Ringwood,Empire of the Sun,0
1987,1988,60,DIRECTING,Adrian Lyne,Fatal Attraction,0
1987,1988,60,DOCUMENTARY (Feature),"Robert Stone, Producer",Radio Bikini,0
1987,1988,60,DOCUMENTARY (Short Subject),"Dr. Frank Daniel and Izak Ben-Meir, Producers",In the Wee Wee Hours...,0
1987,1988,60,FILM EDITING,"Michael Kahn, Peter E. Berger",Fatal Attraction,0
1987,1988,60,FILM EDITING,Frank J. Urioste,RoboCop,0
1987,1988,60,MAKEUP,Bob Laden,Happy New Year,0
1987,1988,60,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,1
1987,1988,60,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,1
1987,1988,60,MUSIC (Original Song),"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger",Beverly Hills Cop II,0
1987,1988,60,BEST PICTURE,"Stanley R. Jaffe and Sherry Lansing, Producers",Fatal Attraction,0
1987,1988,60,SHORT FILM (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers",Ray's Male Heterosexual Dance Hall,1
1987,1988,60,SHORT FILM (Live Action),"Robert A. Katz, Producer",Shoeshine,0
1987,1988,60,SOUND,"Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe",Empire of the Sun,0
1987,1988,60,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald",RoboCop,0
1987,1988,60,VISUAL EFFECTS,"Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",Predator,0
1987,1988,60,WRITING (Screenplay Based on Material from Another Medium),"Stanley Kubrick, Michael Herr, Gustav Hasford",Full Metal Jacket,0
1988,1989,61,ACTOR IN A LEADING ROLE,Dustin Hoffman,Rain Man,1
1988,1989,61,ACTOR IN A SUPPORTING ROLE,Martin Landau,Tucker The Man and His Dream,0
1988,1989,61,ACTRESS IN A LEADING ROLE,Melanie Griffith,Working Girl,0
1988,1989,61,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,Dangerous Liaisons,0
1988,1989,61,ART DIRECTION,Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt,Who Framed Roger Rabbit,0
1988,1989,61,CINEMATOGRAPHY,Peter Biziou,Mississippi Burning,1
1988,1989,61,COSTUME DESIGN,Jane Robinson,A Handful of Dust,0
1988,1989,61,DIRECTING,Martin Scorsese,The Last Temptation of Christ,0
1988,1989,61,DIRECTING,Alan Parker,Mississippi Burning,0
1988,1989,61,DOCUMENTARY (Feature),"Robert Bilheimer and Ronald Mix, Producers",The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,0
1988,1989,61,FILM EDITING,"Frank J. Urioste, John F. Link",Die Hard,0
1988,1989,61,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,1
1988,1989,61,MUSIC (Original Song),Music and Lyric by Bob Telson,Bagdad Cafe,0
1988,1989,61,BEST PICTURE,"Frederick Zollo and Robert F. Colesberry, Producers",Mississippi Burning,0
1988,1989,61,SHORT FILM (Live Action),"Dean Parisot, Steven Wright",The Appointments of Dennis Jennings,1
1988,1989,61,SOUND,"Andy Nelson, Brian Saunders, Peter Handford",Gorillas in the Mist,0
1988,1989,61,SOUND,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",Mississippi Burning,0
1988,1989,61,SOUND,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",Who Framed Roger Rabbit,0
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),"Frank Galati, Lawrence Kasdan",The Accidental Tourist,0
1988,1989,61,WRITING (Screenplay Based on Material from Another Medium),Christopher Hampton,Dangerous Liaisons,1
1988,1989,61,WRITING (Screenplay Written Directly for the Screen),"Gary Ross, Anne Spielberg",Big,0
1988,1989,61,SPECIAL ACHIEVEMENT AWARD, Richard Williams for the animation direction of Who Framed Roger Rabbit.,,1
1989,1990,62,ACTOR IN A LEADING ROLE,Robin Williams,Dead Poets Society,0
1989,1990,62,ACTOR IN A SUPPORTING ROLE,Martin Landau,Crimes and Misdemeanors,0
1989,1990,62,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,The Fabulous Baker Boys,0
1989,1990,62,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,Steel Magnolias,0
1989,1990,62,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,1
1989,1990,62,CINEMATOGRAPHY,Robert Richardson,Born on the Fourth of July,0
1989,1990,62,CINEMATOGRAPHY,Freddie Francis,Glory,1
1989,1990,62,DIRECTING,Peter Weir,Dead Poets Society,0
1989,1990,62,DOCUMENTARY (Short Subject),"David Petersen, Producer","Fine Food, Fine Pastries, Open 6 to 9",0
1989,1990,62,FILM EDITING,"David Brenner, Joe Hutshing",Born on the Fourth of July,1
1989,1990,62,FILM EDITING,Steven Rosenblum,Glory,0
1989,1990,62,MAKEUP,"Maggie Weston, Fabrizio Sforza",The Adventures of Baron Munchausen,0
1989,1990,62,MUSIC (Original Score),David Grusin,The Fabulous Baker Boys,0
1989,1990,62,MUSIC (Original Score),James Horner,Field of Dreams,0
1989,1990,62,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,0
1989,1990,62,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,1
1989,1990,62,BEST PICTURE,"A. Kitman Ho and Oliver Stone, Producers",Born on the Fourth of July,0
1989,1990,62,BEST PICTURE,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",Dead Poets Society,0
1989,1990,62,SHORT FILM (Live Action),Robert Nixon,Amazon Diary,0
1989,1990,62,SHORT FILM (Live Action),Jonathan Tammuz,The Childeater,0
1989,1990,62,SOUND,"Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff",The Abyss,0
1989,1990,62,SOUND,"Donald O. Mitchell, Kevin O'Connell, Greg P. Russell, Keith A. Wester",Black Rain,0
1989,1990,62,SOUND EFFECTS EDITING,"Robert Henderson, Alan Robert Murray",Lethal Weapon 2,0
1989,1990,62,VISUAL EFFECTS,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,1
1989,1990,62,VISUAL EFFECTS,"Richard Conway, Kent Houston",The Adventures of Baron Munchausen,0
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),"Roger L. Simon, Paul Mazursky","Enemies, A Love Story",0
1989,1990,62,WRITING (Screenplay Based on Material from Another Medium),Phil Alden Robinson,Field of Dreams,0
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),Spike Lee,Do the Right Thing,0
1989,1990,62,WRITING (Screenplay Written Directly for the Screen),Steven Soderbergh,"sex, lies, and videotape",0
1989,1990,62,JEAN HERSHOLT HUMANITARIAN AWARD,Howard W. Koch,,1
1990,1991,63,ACTOR IN A LEADING ROLE,Robert De Niro,Awakenings,0
1990,1991,63,ACTRESS IN A LEADING ROLE,Julia Roberts,Pretty Woman,0
1990,1991,63,DIRECTING,Francis Ford Coppola,"The Godfather, Part III",0
1990,1991,63,DIRECTING,Martin Scorsese,Good Fellas,0
1990,1991,63,DOCUMENTARY (Feature),"Mark Mori and Susan Robinson, Producers",Building Bombs,0
1990,1991,63,DOCUMENTARY (Feature),"Robert Hillmann and Eugene Corr, Producers",Waldo Salt: A Screenwriter's Journey,0
1990,1991,63,DOCUMENTARY (Short Subject),"Steven Okazaki, Producer",Days of Waiting,1
1990,1991,63,DOCUMENTARY (Short Subject),"Freida Lee Mock and Terry Sanders, Producers",Rose Kennedy: A Life to Remember,0
1990,1991,63,MUSIC (Original Score),David Grusin,Havana,0
1990,1991,63,MUSIC (Original Song),Music by Carmine Coppola; Lyric by John Bettis,"The Godfather, Part III",0
1990,1991,63,BEST PICTURE,"Walter F. Parkes and Lawrence Lasker, Producers",Awakenings,0
1990,1991,63,BEST PICTURE,"Francis Ford Coppola, Producer","The Godfather, Part III",0
1990,1991,63,SHORT FILM (Animated),Nick Park,Creature Comforts,1
1990,1991,63,SHORT FILM (Animated),Nick Park,A Grand Day Out,0
1990,1991,63,SHORT FILM (Live Action),"Peter Cattaneo, Barnaby Thompson",Dear Rosie,0
1990,1991,63,SHORT FILM (Live Action),Adam Davidson,The Lunch Date,1
1990,1991,63,SHORT FILM (Live Action),"Hillary Ripps, Jonathan Heap",12:01 PM,0
1990,1991,63,SOUND,"Chris Jenkins, David E. Campbell, D. M. Hemphill, Thomas Causey",Dick Tracy,0
1990,1991,63,SOUND EFFECTS EDITING,"Charles L. Campbell, Richard Franklin",Flatliners,0
1990,1991,63,WRITING (Screenplay Based on Material from Another Medium),Steven Zaillian,Awakenings,0
1990,1991,63,WRITING (Screenplay Based on Material from Another Medium),"Nicholas Pileggi, Martin Scorsese",Good Fellas,0
1990,1991,63,WRITING (Screenplay Based on Material from Another Medium),Donald E. Westlake,The Grifters,0
1990,1991,63,WRITING (Screenplay Written Directly for the Screen),Peter Weir,Green Card,0
1990,1991,63,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",Total Recall,1
1990,1991,63,IRVING G. THALBERG MEMORIAL AWARD,David Brown and Richard D. Zanuck,,1
1991,1992,64,ACTOR IN A LEADING ROLE,Robert De Niro,Cape Fear,0
1991,1992,64,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,1
1991,1992,64,ACTOR IN A LEADING ROLE,Robin Williams,The Fisher King,0
1991,1992,64,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,JFK,0
1991,1992,64,ART DIRECTION,Art Direction:  Mel Bourne;  Set Decoration:  Cindy Carr,The Fisher King,0
1991,1992,64,CINEMATOGRAPHY,Robert Richardson,JFK,1
1991,1992,64,CINEMATOGRAPHY,Adrian Biddle,Thelma & Louise,0
1991,1992,64,COSTUME DESIGN,Richard Hornung,Barton Fink,0
1991,1992,64,DIRECTING,Jonathan Demme,The Silence of the Lambs,1
1991,1992,64,DOCUMENTARY (Feature),"Allie Light and Irving Saraf, Producers",In the Shadow of the Stars,1
1991,1992,64,DOCUMENTARY (Feature),"Lawrence Hott and Diane Garey, Producers",Wild by Law,0
1991,1992,64,DOCUMENTARY (Short Subject),"David McGowan, Producer",The Mark of the Maker,0
1991,1992,64,FOREIGN LANGUAGE FILM,Hong Kong,Raise the Red Lantern,0
1991,1992,64,MAKEUP,"Christina Smith, Monty Westmore, Greg Cannom",Hook,0
1991,1992,64,MUSIC (Original Score),James Newton Howard,The Prince of Tides,0
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,0
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,1
1991,1992,64,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,0
1991,1992,64,MUSIC (Original Song),Music by Michael Kamen; Lyric by Bryan Adams and Robert John Lange,Robin Hood: Prince of Thieves,0
1991,1992,64,BEST PICTURE,"A. Kitman Ho and Oliver Stone, Producers",JFK,0
1991,1992,64,BEST PICTURE,"Barbra Streisand and Andrew Karsch, Producers",The Prince of Tides,0
1991,1992,64,SHORT FILM (Animated),Christopher Hinton,Blackfly,0
1991,1992,64,SHORT FILM (Live Action),David M. Massey,Last Breeze of Summer,0
1991,1992,64,SHORT FILM (Live Action),"Seth Winston, Rob Fried",Session Man,1
1991,1992,64,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Beauty and the Beast,0
1991,1992,64,SOUND,"Tom Fleischman, Christopher Newman",The Silence of the Lambs,0
1991,1992,64,SOUND,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,1
1991,1992,64,SOUND EFFECTS EDITING,"George Watters II, F. Hudson Miller",Star Trek VI The Undiscovered Country,0
1991,1992,64,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,1
1991,1992,64,WRITING (Screenplay Based on Material Previously Produced or Published),Agnieszka Holland,Europa Europa,0
1992,1993,65,ACTOR IN A LEADING ROLE,Robert Downey Jr.,Chaplin,0
1992,1993,65,ACTOR IN A SUPPORTING ROLE,Jaye Davidson,The Crying Game,0
1992,1993,65,ACTOR IN A SUPPORTING ROLE,David Paymer,Mr. Saturday Night,0
1992,1993,65,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,Love Field,0
1992,1993,65,CINEMATOGRAPHY,Tony Pierce-Roberts,Howards End,0
1992,1993,65,CINEMATOGRAPHY,Robert Fraisse,The Lover,0
1992,1993,65,DIRECTING,Robert Altman,The Player,0
1992,1993,65,DIRECTING,Martin Brest,Scent of a Woman,0
1992,1993,65,DOCUMENTARY (Feature),"David Haugland, Producer",Changing Our Minds: The Story of Dr. Evelyn Hooker,0
1992,1993,65,DOCUMENTARY (Feature),"Barbara Trent and David Kasper, Producers",The Panama Deception,1
1992,1993,65,DOCUMENTARY (Short Subject),"Geoffrey O'Connor, Producer",At the Edge of Conquest: The Journey of Chief Wai-Wai,0
1992,1993,65,FILM EDITING,Frank J. Urioste,Basic Instinct,0
1992,1993,65,FILM EDITING,Robert Leighton,A Few Good Men,0
1992,1993,65,MUSIC (Original Score),Richard Robbins,Howards End,0
1992,1993,65,MUSIC (Original Song),Music by Robert Kraft; Lyric by Arne Glimcher,The Mambo Kings,0
1992,1993,65,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Aladdin,0
1992,1993,65,MUSIC (Original Song),Music by David Foster; Lyric by Linda Thompson,The Bodyguard,0
1992,1993,65,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,Aladdin,1
1992,1993,65,BEST PICTURE,"David Brown, Rob Reiner and Andrew Scheinman, Producers",A Few Good Men,0
1992,1993,65,BEST PICTURE,"Martin Brest, Producer",Scent of a Woman,0
1992,1993,65,SHORT FILM (Animated),Peter Lord,Adam,0
1992,1993,65,SHORT FILM (Live Action),"Jonathan Darby, Jana Sue Memel",Contact,0
1992,1993,65,SHORT FILM (Live Action),"Kenneth Branagh, David Parfitt",Swan Song,0
1992,1993,65,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",Aladdin,0
1992,1993,65,SOUND,"Kevin O'Connell, Rick Kline, Bob Eber",A Few Good Men,0
1992,1993,65,SOUND,"Les Fresholtz, Vern Poore, Dick Alexander, Rob Young",Unforgiven,0
1992,1993,65,SOUND EFFECTS EDITING,"Tom C. McCarthy, David E. Stone",Bram Stoker's Dracula,1
1992,1993,65,WRITING (Screenplay Based on Material Previously Produced or Published),Peter Barnes,Enchanted April,0
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),"George Miller, Nick Enright",Lorenzo's Oil,0
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),David Webb Peoples,Unforgiven,0
1993,1994,66,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Remains of the Day,0
1993,1994,66,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,1
1993,1994,66,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,1
1993,1994,66,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,The Firm,0
1993,1994,66,ART DIRECTION,Art Direction:  Dante Ferretti;  Set Decoration:  Robert J. Franco,The Age of Innocence,0
1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,1
1993,1994,66,DIRECTING,Robert Altman,Short Cuts,0
1993,1994,66,DOCUMENTARY (Feature),"David Paperny, Arthur Ginsberg",The Broadcast Tapes of Dr. Peter,0
1993,1994,66,DOCUMENTARY (Feature),"Susan Todd, Andrew Young",Children of Fate,0
1993,1994,66,DOCUMENTARY (Feature),"David Collier, Betsy Thompson",For Better or for Worse,0
1993,1994,66,DOCUMENTARY (Short Subject),"Steven Cantor, Peter Spirer",Blood Ties: The Life and Work of Sally Mann,0
1993,1994,66,DOCUMENTARY (Short Subject),"Elaine Holliman, Jason Schneider",Chicks in White Satin,0
1993,1994,66,FILM EDITING,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",The Fugitive,0
1993,1994,66,FOREIGN LANGUAGE FILM,Hong Kong,Farewell My Concubine,0
1993,1994,66,MUSIC (Original Score),James Newton Howard,The Fugitive,0
1993,1994,66,MUSIC (Original Score),Richard Robbins,The Remains of the Day,0
1993,1994,66,MUSIC (Original Song),"Music and Lyric by Janet Jackson, James Harris III and Terry Lewis",Poetic Justice,0
1993,1994,66,MUSIC (Original Song),Music by Marc Shaiman; Lyric by Ramsey McLean,Sleepless in Seattle,0
1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,1
1993,1994,66,SHORT FILM (Animated),"Bob Godfrey, Kevin Baldwin",Small Talk,0
1993,1994,66,SHORT FILM (Animated),Nick Park,The Wrong Trousers,1
1993,1994,66,SHORT FILM (Live Action),"Stacy Title, Jonathan Penner",Down on the Waterfront,0
1993,1994,66,SHORT FILM (Live Action),"Susan Seidelman, Jonathan Brett",The Dutch Master,0
1993,1994,66,SHORT FILM (Live Action),"Peter Weller, Jana Sue Memel",Partners,0
1993,1994,66,SOUND,"Michael Minkler, Bob Beemer, Tim Cooney",Cliffhanger,0
1993,1994,66,SOUND,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",Geronimo: An American Legend,0
1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),"Jay Cocks, Martin Scorsese",The Age of Innocence,0
1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,1
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch",Sleepless in Seattle,0
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Samuel L. Jackson,Pulp Fiction,0
1994,1995,67,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,1
1994,1995,67,ART DIRECTION,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,Legends of the Fall,0
1994,1995,67,CINEMATOGRAPHY,Roger Deakins,The Shawshank Redemption,0
1994,1995,67,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",1
1994,1995,67,DIRECTING,Robert Zemeckis,Forrest Gump,1
1994,1995,67,DIRECTING,Quentin Tarantino,Pulp Fiction,0
1994,1995,67,DIRECTING,Robert Redford,Quiz Show,0
1994,1995,67,DOCUMENTARY (Feature),Deborah Hoffmann,Complaints of a Dutiful Daughter,0
1994,1995,67,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,1
1994,1995,67,DOCUMENTARY (Short Subject),Robert Richter,School of Assassins,0
